date,store,category,product,quantity,unit_price,salesperson,total_sales
2023-08-21,Store_D,Clothing,Mouse,1,256.6744627188799,Eve,256.6744627188799
2023-03-14,Store_B,Electronics,Tennis,6,50.06192565494723,Charlie,300.3715539296834
2023-11-15,Store_E,Electronics,Soccer,4,405.03862709860005,Alice,1620.1545083944002
2023-12-21,Store_E,Home,Chair,6,125.69710122752812,Diana,754.1826073651687
2023-03-19,Store_B,Sports,Soccer,8,75.22729500786434,Charlie,601.8183600629147
2023-04-21,Store_C,Home,Mouse,6,270.98246056296136,Alice,1625.8947633777682
2023-04-29,Store_E,Home,Soccer,7,167.81879113575735,Bob,1174.7315379503016
2023-05-06,Store_D,Electronics,Laptop,4,242.24527130097252,Bob,968.9810852038901
2023-03-08,Store_A,Sports,Mouse,4,273.18220549108844,Bob,1092.7288219643538
2023-04-21,Store_A,Home,Shirt,9,175.34894859723985,Diana,1578.1405373751586
2023-10-09,Store_B,Books,Chair,6,306.8296614848747,Alice,1840.9779689092481
2023-05-30,Store_E,Home,Chair,7,422.733877296109,Charlie,2959.137141072763
2023-08-31,Store_E,Home,Chair,6,204.9492435324134,Diana,1229.6954611944802
2023-03-16,Store_D,Electronics,Chair,6,337.6351777629712,Alice,2025.8110665778272
2023-07-13,Store_C,Clothing,Shirt,5,101.65143679318645,Diana,508.25718396593226
2023-10-02,Store_D,Electronics,Jeans,1,269.62161135874715,Alice,269.62161135874715
2023-03-31,Store_E,Books,Jeans,3,35.39353304298918,Bob,106.18059912896754
2023-01-10,Store_E,Clothing,Mouse,8,406.8384784687711,Alice,3254.7078277501687
2023-11-15,Store_E,Electronics,Laptop,9,301.8629828978437,Charlie,2716.7668460805935
2023-04-04,Store_A,Sports,Mouse,5,368.1250628497857,Alice,1840.6253142489286
2023-03-17,Store_C,Books,Laptop,8,363.58230986812583,Diana,2908.6584789450067
2023-11-16,Store_E,Books,Tennis,5,108.79738682339482,Charlie,543.9869341169741
2023-08-01,Store_E,Sports,Shirt,4,164.93632532528235,Bob,659.7453013011294
2023-03-30,Store_B,Books,Cookbook,1,376.32859628636305,Alice,376.32859628636305
2023-06-02,Store_A,Electronics,Lamp,2,276.3409019458544,Charlie,552.6818038917088
2023-02-08,Store_C,Books,Lamp,3,174.1037511819722,Diana,522.3112535459165
2023-01-15,Store_E,Electronics,Jeans,7,290.84391613612047,Eve,2035.9074129528433
2023-02-07,Store_A,Electronics,Novel,7,80.13271291875012,Diana,560.9289904312508
2023-03-27,Store_B,Clothing,Novel,1,60.42885506463106,Eve,60.42885506463106
2023-06-08,Store_D,Sports,Chair,4,204.67077237457997,Eve,818.6830894983199
2023-05-16,Store_E,Sports,Jeans,2,15.979505435841812,Charlie,31.959010871683624
2023-08-31,Store_D,Home,Soccer,5,415.1314256264484,Bob,2075.657128132242
2023-12-26,Store_B,Books,Soccer,8,257.88545265338837,Alice,2063.083621227107
2023-04-21,Store_D,Books,Jeans,4,397.1414721908025,Eve,1588.56588876321
2023-11-24,Store_B,Electronics,Soccer,9,217.82402893816914,Eve,1960.4162604435223
2023-10-23,Store_A,Books,Lamp,1,65.48664246197006,Eve,65.48664246197006
2023-12-12,Store_D,Electronics,Laptop,6,264.2306479917753,Eve,1585.3838879506518
2023-11-05,Store_A,Clothing,Jeans,9,12.2696912722554,Alice,110.4272214502986
2023-10-18,Store_D,Electronics,Soccer,6,179.709537239321,Bob,1078.257223435926
2023-12-13,Store_A,Books,Shirt,6,96.42962338804942,Diana,578.5777403282965
2023-07-17,Store_E,Electronics,Laptop,6,117.84763489973756,Bob,707.0858093984253
2023-02-18,Store_A,Home,Tennis,1,283.0796307561235,Diana,283.0796307561235
2023-03-04,Store_E,Electronics,Lamp,1,161.86909387161936,Charlie,161.86909387161936
2023-07-30,Store_E,Electronics,Chair,3,42.19723331989266,Charlie,126.59169995967798
2023-06-24,Store_B,Clothing,Cookbook,1,206.37389982890974,Charlie,206.37389982890974
2023-11-15,Store_D,Electronics,Chair,7,473.59657644548,Bob,3315.1760351183602
2023-06-11,Store_D,Electronics,Lamp,7,86.51477270943327,Bob,605.6034089660329
2023-12-15,Store_A,Electronics,Lamp,3,123.22665032815499,Charlie,369.679950984465
2023-09-12,Store_E,Electronics,Novel,3,444.85563643161646,Diana,1334.5669092948494
2023-09-21,Store_B,Books,Chair,8,405.3565729916671,Diana,3242.852583933337
2023-06-14,Store_E,Clothing,Lamp,7,370.59326046604116,Eve,2594.152823262288
2023-05-27,Store_E,Books,Jeans,2,447.40913842771766,Eve,894.8182768554353
2023-01-11,Store_B,Clothing,Shirt,7,26.77177430205927,Diana,187.4024201144149
2023-09-18,Store_E,Electronics,Mouse,5,154.28822217553966,Diana,771.4411108776983
2023-12-08,Store_D,Electronics,Soccer,8,492.82998299845,Alice,3942.6398639876
2023-04-25,Store_A,Electronics,Chair,2,320.40432771481215,Alice,640.8086554296243
2023-09-03,Store_C,Home,Soccer,2,143.4305899944908,Charlie,286.8611799889816
2023-11-22,Store_B,Sports,Soccer,4,254.06446922039282,Bob,1016.2578768815713
2023-01-17,Store_E,Electronics,Cookbook,7,62.223577763050436,Eve,435.56504434135303
2023-01-27,Store_A,Books,Chair,2,304.2532616124902,Alice,608.5065232249804
2023-11-05,Store_B,Sports,Laptop,5,197.73787884225376,Bob,988.6893942112688
2023-02-15,Store_B,Home,Cookbook,1,50.57134728331197,Diana,50.57134728331197
2023-10-09,Store_E,Sports,Chair,4,362.33249354028027,Charlie,1449.329974161121
2023-11-06,Store_B,Sports,Chair,1,142.2564989721755,Diana,142.2564989721755
2023-08-15,Store_D,Books,Laptop,2,315.43294994344546,Bob,630.8658998868909
2023-03-14,Store_A,Electronics,Laptop,9,355.413519347587,Bob,3198.7216741282828
2023-01-25,Store_C,Books,Mouse,5,11.146301406631347,Charlie,55.73150703315673
2023-04-12,Store_B,Home,Shirt,5,54.875215930050736,Charlie,274.3760796502537
2023-11-01,Store_E,Electronics,Soccer,9,228.54282874939832,Diana,2056.885458744585
2023-11-14,Store_C,Sports,Laptop,7,364.8106313438379,Alice,2553.674419406865
2023-03-30,Store_D,Books,Soccer,9,472.5890764464405,Bob,4253.301688017965
2023-01-16,Store_A,Clothing,Novel,6,458.5892658181405,Eve,2751.535594908843
2023-01-07,Store_A,Books,Chair,2,216.66370326795115,Eve,433.3274065359023
2023-03-23,Store_D,Books,Mouse,7,28.133741010591386,Charlie,196.9361870741397
2023-04-18,Store_D,Sports,Mouse,3,351.1815001802885,Bob,1053.5445005408656
2023-07-02,Store_D,Electronics,Jeans,6,166.18872643671426,Bob,997.1323586202856
2023-06-10,Store_E,Clothing,Mouse,7,236.35199678203793,Bob,1654.4639774742654
2023-09-08,Store_E,Sports,Mouse,3,44.31455581626081,Diana,132.94366744878243
2023-01-29,Store_A,Sports,Novel,9,294.5710315413906,Diana,2651.1392838725155
2023-08-27,Store_A,Clothing,Tennis,7,266.0344039009163,Alice,1862.240827306414
2023-06-26,Store_C,Sports,Chair,2,155.19097902343515,Eve,310.3819580468703
2023-06-02,Store_A,Sports,Tennis,1,201.89876886477447,Diana,201.89876886477447
2023-05-20,Store_C,Clothing,Novel,5,53.81139113300716,Charlie,269.05695566503584
2023-03-03,Store_E,Clothing,Tennis,7,495.6726268071185,Charlie,3469.7083876498295
2023-03-13,Store_D,Sports,Cookbook,5,417.01483369780607,Bob,2085.0741684890304
2023-04-17,Store_B,Electronics,Soccer,9,101.35474845068471,Charlie,912.1927360561624
2023-09-19,Store_E,Sports,Cookbook,7,443.0550836320786,Charlie,3101.3855854245503
2023-01-20,Store_B,Electronics,Soccer,3,381.53685309500474,Alice,1144.6105592850142
2023-08-04,Store_C,Books,Cookbook,8,376.45708600519197,Alice,3011.6566880415357
2023-11-25,Store_D,Sports,Mouse,9,201.6731853793861,Charlie,1815.0586684144748
2023-01-29,Store_A,Books,Tennis,2,432.4425324600708,Alice,864.8850649201416
2023-02-09,Store_A,Sports,Mouse,8,133.79805604083367,Charlie,1070.3844483266694
2023-06-25,Store_B,Clothing,Cookbook,5,117.88976895540756,Eve,589.4488447770378
2023-10-11,Store_E,Sports,Laptop,2,252.6217982368474,Eve,505.2435964736948
2023-04-25,Store_B,Books,Chair,8,342.22791475394115,Charlie,2737.823318031529
2023-08-25,Store_A,Books,Chair,1,87.09692325423772,Alice,87.09692325423772
2023-09-26,Store_C,Sports,Tennis,5,343.2689781625472,Charlie,1716.3448908127361
2023-07-07,Store_E,Books,Soccer,9,24.33116868693398,Bob,218.98051818240583
2023-06-09,Store_C,Sports,Lamp,2,410.80384181834046,Eve,821.6076836366809
2023-01-12,Store_B,Sports,Laptop,9,319.58862823816753,Bob,2876.2976541435078
2023-07-07,Store_E,Books,Cookbook,3,382.9036722259937,Bob,1148.7110166779812
2023-08-21,Store_B,Home,Novel,6,469.24195874586104,Diana,2815.4517524751664
2023-08-30,Store_D,Books,Laptop,6,357.2002822552884,Alice,2143.2016935317306
2023-01-22,Store_B,Books,Mouse,2,495.17270264781706,Eve,990.3454052956341
2023-07-23,Store_D,Books,Shirt,4,381.5489660052211,Eve,1526.1958640208843
2023-02-02,Store_C,Books,Soccer,7,228.49232612460668,Bob,1599.4462828722467
2023-10-12,Store_D,Electronics,Shirt,9,90.1756723839179,Eve,811.5810514552611
2023-06-06,Store_C,Home,Mouse,4,330.71049499775626,Charlie,1322.841979991025
2023-07-14,Store_A,Home,Chair,5,455.667010364431,Eve,2278.335051822155
2023-03-25,Store_C,Electronics,Novel,3,162.85647534261392,Bob,488.56942602784176
2023-01-15,Store_B,Sports,Shirt,1,329.31674443418365,Diana,329.31674443418365
2023-10-01,Store_D,Books,Chair,9,435.6253522982493,Eve,3920.6281706842437
2023-01-08,Store_C,Clothing,Jeans,7,316.84795759939357,Diana,2217.935703195755
2023-06-30,Store_D,Clothing,Shirt,4,400.3032725783264,Alice,1601.2130903133057
2023-08-10,Store_A,Home,Jeans,4,283.622209565767,Alice,1134.488838263068
2023-11-15,Store_E,Sports,Mouse,8,222.29090699611123,Eve,1778.3272559688899
2023-07-28,Store_E,Clothing,Mouse,6,152.9146635675586,Eve,917.4879814053515
2023-08-05,Store_A,Home,Cookbook,9,29.413224420695002,Charlie,264.719019786255
2023-03-29,Store_A,Electronics,Tennis,6,312.89630981587834,Diana,1877.37785889527
2023-06-10,Store_B,Clothing,Laptop,2,271.77868092845813,Alice,543.5573618569163
2023-03-18,Store_D,Clothing,Cookbook,7,75.03071948109957,Bob,525.2150363676969
2023-06-23,Store_B,Clothing,Mouse,7,338.488874593662,Charlie,2369.422122155634
2023-11-13,Store_C,Books,Cookbook,9,468.744000659408,Alice,4218.696005934672
2023-07-23,Store_B,Home,Jeans,7,333.80185796663284,Diana,2336.61300576643
2023-11-10,Store_B,Books,Tennis,2,39.572521155376265,Diana,79.14504231075253
2023-01-25,Store_E,Books,Soccer,3,488.17397535137434,Diana,1464.521926054123
2023-06-22,Store_E,Sports,Lamp,3,89.2195466319333,Bob,267.65863989579987
2023-07-30,Store_E,Electronics,Shirt,3,343.3118387913327,Eve,1029.935516373998
2023-07-26,Store_A,Home,Laptop,5,366.3128441854909,Eve,1831.5642209274547
2023-01-24,Store_D,Sports,Jeans,4,257.37399212757873,Bob,1029.495968510315
2023-06-26,Store_C,Electronics,Jeans,5,203.80243322601748,Diana,1019.0121661300874
2023-03-07,Store_B,Home,Cookbook,7,145.64562064517528,Charlie,1019.519344516227
2023-07-05,Store_E,Home,Shirt,2,319.46450784533505,Alice,638.9290156906701
2023-12-21,Store_B,Home,Lamp,2,98.67870682764999,Eve,197.35741365529998
2023-02-10,Store_D,Sports,Chair,7,186.0243510058852,Bob,1302.1704570411964
2023-08-19,Store_A,Books,Tennis,9,205.53251360718443,Charlie,1849.7926224646599
2023-08-17,Store_E,Electronics,Chair,8,204.36329040834536,Charlie,1634.906323266763
2023-01-10,Store_C,Clothing,Soccer,9,221.13488659428492,Diana,1990.2139793485644
2023-09-21,Store_C,Home,Laptop,9,91.85053487146543,Diana,826.6548138431889
2023-10-11,Store_A,Books,Novel,5,271.42084339685084,Alice,1357.1042169842542
2023-04-30,Store_D,Home,Cookbook,4,142.17730964332492,Bob,568.7092385732997
2023-10-20,Store_D,Clothing,Laptop,7,120.10357671661319,Eve,840.7250370162924
2023-09-02,Store_C,Sports,Laptop,1,296.48864321686847,Diana,296.48864321686847
2023-10-03,Store_E,Clothing,Chair,2,168.3340219644365,Eve,336.668043928873
2023-07-04,Store_C,Clothing,Lamp,6,78.42911483059332,Eve,470.5746889835599
2023-11-04,Store_B,Clothing,Lamp,8,485.25690259256254,Alice,3882.0552207405003
2023-09-21,Store_E,Sports,Cookbook,2,334.1998516818619,Bob,668.3997033637238
2023-04-24,Store_B,Electronics,Soccer,8,433.658329617968,Alice,3469.266636943744
2023-03-17,Store_C,Electronics,Jeans,1,304.2986758476557,Eve,304.2986758476557
2023-10-31,Store_E,Electronics,Soccer,2,499.71272562762664,Alice,999.4254512552533
2023-06-10,Store_A,Electronics,Tennis,5,287.83796788346723,Alice,1439.189839417336
2023-11-20,Store_B,Sports,Cookbook,4,337.1207589261565,Bob,1348.483035704626
2023-03-23,Store_E,Electronics,Lamp,3,435.7613065148798,Alice,1307.2839195446393
2023-12-10,Store_A,Sports,Laptop,7,286.0850744007448,Charlie,2002.5955208052137
2023-11-12,Store_E,Electronics,Laptop,1,277.38657536278197,Charlie,277.38657536278197
2023-04-12,Store_B,Books,Shirt,8,337.42427129195795,Bob,2699.3941703356636
2023-09-22,Store_C,Sports,Soccer,8,264.35007471674686,Diana,2114.800597733975
2023-04-27,Store_E,Clothing,Tennis,5,205.42316263948123,Eve,1027.1158131974062
2023-10-27,Store_D,Books,Lamp,6,375.96910090655314,Diana,2255.8146054393187
2023-01-21,Store_C,Sports,Tennis,4,464.24692695019024,Diana,1856.987707800761
2023-10-04,Store_E,Books,Mouse,4,135.82051818304888,Diana,543.2820727321955
2023-01-27,Store_E,Home,Shirt,8,162.5407725864418,Diana,1300.3261806915343
2023-06-07,Store_B,Clothing,Laptop,4,413.3552676418735,Charlie,1653.421070567494
2023-09-20,Store_D,Clothing,Lamp,7,154.68636171795194,Alice,1082.8045320256635
2023-10-25,Store_D,Home,Jeans,6,404.93634938982746,Alice,2429.6180963389647
2023-06-21,Store_E,Clothing,Lamp,6,411.4025411191272,Diana,2468.4152467147633
2023-01-26,Store_A,Clothing,Chair,9,421.53203840469297,Alice,3793.788345642237
2023-06-03,Store_C,Sports,Jeans,2,368.65945311696095,Diana,737.3189062339219
2023-03-01,Store_B,Electronics,Mouse,3,315.6910690915208,Alice,947.0732072745623
2023-08-30,Store_E,Electronics,Shirt,2,241.71706316025924,Eve,483.4341263205185
2023-05-30,Store_E,Books,Lamp,9,201.5439379937022,Eve,1813.8954419433198
2023-09-11,Store_A,Clothing,Shirt,7,350.62083148332096,Charlie,2454.3458203832465
2023-02-11,Store_E,Electronics,Laptop,7,177.13411199236808,Charlie,1239.9387839465765
2023-03-09,Store_B,Clothing,Lamp,4,51.972542302250964,Alice,207.89016920900386
2023-06-13,Store_C,Electronics,Chair,1,121.06163709122413,Alice,121.06163709122413
2023-07-15,Store_E,Electronics,Mouse,5,44.266486797622726,Eve,221.33243398811362
2023-09-21,Store_B,Books,Cookbook,3,103.25918278134323,Bob,309.7775483440297
2023-08-03,Store_D,Clothing,Cookbook,1,497.78544044508595,Diana,497.78544044508595
2023-09-21,Store_D,Clothing,Jeans,5,95.89844175525323,Alice,479.4922087762661
2023-11-07,Store_B,Electronics,Lamp,1,157.41802309309497,Diana,157.41802309309497
2023-01-03,Store_E,Home,Shirt,8,19.81291440365399,Diana,158.50331522923193
2023-12-26,Store_D,Electronics,Tennis,5,55.53528074590106,Bob,277.6764037295053
2023-08-19,Store_A,Sports,Cookbook,4,357.28490189405846,Diana,1429.1396075762339
2023-05-31,Store_B,Sports,Mouse,9,52.944945914280886,Charlie,476.50451322852797
2023-09-06,Store_A,Electronics,Shirt,4,147.05473385102482,Bob,588.2189354040993
2023-07-15,Store_B,Books,Cookbook,6,287.6219274639951,Diana,1725.7315647839707
2023-01-12,Store_A,Clothing,Cookbook,2,317.69552585859157,Bob,635.3910517171831
2023-06-07,Store_C,Home,Tennis,5,21.217974238298922,Charlie,106.08987119149461
2023-05-10,Store_C,Clothing,Jeans,2,324.0763178992127,Alice,648.1526357984254
2023-10-08,Store_E,Electronics,Jeans,1,307.06393949797894,Eve,307.06393949797894
2023-01-25,Store_E,Sports,Mouse,8,244.3346712935554,Diana,1954.6773703484432
2023-01-25,Store_D,Sports,Jeans,2,146.09878563713795,Eve,292.1975712742759
2023-02-12,Store_B,Home,Lamp,3,199.36581216798209,Eve,598.0974365039463
2023-09-23,Store_A,Clothing,Mouse,8,155.70397363605105,Charlie,1245.6317890884084
2023-04-09,Store_E,Electronics,Shirt,7,349.1590574301246,Diana,2444.1134020108725
2023-04-07,Store_D,Home,Lamp,8,408.8454320579492,Diana,3270.7634564635937
2023-11-04,Store_E,Home,Jeans,6,218.78085810628204,Eve,1312.6851486376922
2023-04-26,Store_E,Books,Lamp,6,415.4935688277684,Eve,2492.9614129666106
2023-03-27,Store_E,Clothing,Novel,6,397.2654905714726,Eve,2383.5929434288355
2023-05-18,Store_B,Sports,Laptop,5,418.80864931783606,Eve,2094.0432465891804
2023-08-01,Store_E,Clothing,Novel,4,191.99019814856896,Alice,767.9607925942759
2023-07-07,Store_C,Sports,Jeans,7,83.1265111955863,Diana,581.8855783691041
2023-02-03,Store_D,Home,Mouse,8,407.2361047132705,Eve,3257.888837706164
2023-02-11,Store_E,Clothing,Laptop,9,60.05326953219367,Alice,540.479425789743
2023-05-09,Store_B,Home,Laptop,2,28.82891099153925,Diana,57.6578219830785
2023-08-20,Store_E,Home,Lamp,2,199.3109658256746,Alice,398.6219316513492
2023-03-20,Store_A,Home,Lamp,8,442.4051258234889,Eve,3539.241006587911
2023-03-28,Store_E,Sports,Chair,9,375.6415561661009,Alice,3380.774005494908
2023-04-19,Store_C,Books,Chair,1,478.68568516674526,Eve,478.68568516674526
2023-08-20,Store_B,Home,Jeans,3,334.07159942450306,Diana,1002.2147982735091
2023-02-20,Store_C,Clothing,Novel,5,333.5483326536557,Bob,1667.7416632682784
2023-02-07,Store_D,Electronics,Chair,8,316.0851487385892,Bob,2528.681189908714
2023-02-18,Store_D,Home,Tennis,9,480.3149938572052,Bob,4322.834944714847
2023-09-23,Store_E,Home,Chair,2,304.9219789217978,Eve,609.8439578435956
2023-06-09,Store_D,Clothing,Soccer,1,464.7609837597644,Alice,464.7609837597644
2023-06-02,Store_C,Home,Soccer,9,90.20506271799772,Diana,811.8455644619795
2023-08-01,Store_D,Books,Laptop,8,496.2835462398404,Bob,3970.2683699187232
