transaction_id,customer_id,product_id,amount,transaction_date,payment_method
118,117,16,70.72181787,2024-09-28 13:00:00,Cash
119,45,46,206.9139718,2024-03-23 10:00:00,Debit Card
120,80,30,286.3929358,2024-05-10 13:00:00,Debit Card
121,122,4,156.0440926,2024-11-17 17:00:00,Debit Card
122,50,28,32.1555092,2024-01-11 11:00:00,Credit Card
123,119,2,118.4543524,2024-03-30 18:00:00,PayPal
124,18,20,218.5329533,2024-11-20 09:00:00,Cash
125,35,40,118.9579862,2024-07-30 00:00:00,Debit Card
126,49,4,156.0440926,2024-08-23 11:00:00,Cash
127,120,9,170.9651575,2024-07-08 01:00:00,Debit Card
128,40,50,184.2503697,2024-09-05 15:00:00,Credit Card
129,82,46,206.9139718,2024-01-25 17:00:00,PayPal
130,77,16,70.72181787,2024-08-14 17:00:00,Credit Card
131,26,26,245.6779139,2024-11-30 19:00:00,Debit Card
132,70,21,49.92553847,2024-04-18 22:00:00,Cash
133,69,31,188.4513096,2024-04-16 07:00:00,Cash
134,14,5,91.89743896,2024-04-20 17:00:00,Debit Card
135,35,48,194.6806109,2024-02-22 09:00:00,Credit Card
136,61,38,255.1611648,2024-10-23 16:00:00,Debit Card
137,86,23,,2024-12-29 00:00:00,Debit Card
138,105,49,146.49495,2024-04-25 09:00:00,PayPal
139,81,39,272.0064746,2024-05-13 20:00:00,Credit Card
140,83,12,,2024-11-28 07:00:00,Cash
141,20,22,178.8474215,2024-09-23 09:00:00,PayPal
142,8,16,70.72181787,2024-01-09 20:00:00,PayPal
143,116,6,99.76441255,2024-03-16 14:00:00,Credit Card
144,11,1,281.6420875,2024-05-18 05:00:00,Debit Card
145,124,28,32.1555092,2024-06-03 03:00:00,PayPal
146,21,16,70.72181787,2024-10-03 12:00:00,Debit Card
147,59,3,48.39783197,2024-09-16 20:00:00,PayPal
148,104,4,156.0440926,2024-10-07 05:00:00,Credit Card
149,47,18,70.80273735,2024-04-06 21:00:00,PayPal
150,124,49,146.49495,2024-01-09 01:00:00,Cash
151,10,47,46.74988787,2024-07-12 08:00:00,Debit Card
152,52,45,138.646711,2024-04-18 04:00:00,Cash
153,79,22,178.8474215,2024-09-08 23:00:00,Credit Card
154,124,1,281.6420875,2024-06-01 11:00:00,Debit Card
155,70,49,146.49495,2024-07-22 12:00:00,PayPal
156,107,26,245.6779139,2024-04-05 11:00:00,Cash
157,16,8,244.8472514,2024-10-01 02:00:00,PayPal
158,20,4,156.0440926,2024-04-25 23:00:00,PayPal
159,38,11,190.8934593,2024-03-28 02:00:00,Credit Card
160,94,13,96.33472021,2024-04-04 12:00:00,PayPal
161,26,46,206.9139718,2024-01-23 11:00:00,PayPal
162,76,33,267.5778097,2024-06-09 16:00:00,Debit Card
163,102,17,210.7129991,2024-02-02 11:00:00,Cash
164,70,5,91.89743896,2024-08-08 02:00:00,Cash
165,113,28,32.1555092,2024-07-20 11:00:00,Cash
166,83,10,107.1661558,2024-01-31 06:00:00,PayPal
167,7,24,289.6195251,2024-11-24 17:00:00,PayPal
168,123,11,190.8934593,2024-02-02 01:00:00,Debit Card
169,91,24,289.6195251,2024-11-04 04:00:00,Cash
170,24,36,191.0746769,2024-03-08 03:00:00,Credit Card
171,100,48,194.6806109,2024-09-12 09:00:00,PayPal
172,119,26,245.6779139,2024-11-21 07:00:00,Cash
173,100,32,249.3728806,2024-04-04 23:00:00,PayPal
174,43,4,156.0440926,2024-02-14 23:00:00,Debit Card
175,114,46,,2024-09-12 05:00:00,Debit Card
176,97,1,281.6420875,2024-04-26 05:00:00,PayPal
177,74,13,96.33472021,2024-03-30 03:00:00,Debit Card
178,35,35,79.37255517,2024-02-21 01:00:00,Debit Card
179,23,29,197.2823852,2024-09-28 18:00:00,Cash
180,31,23,91.83757944,2024-11-01 11:00:00,PayPal
181,18,38,255.1611648,2024-12-18 04:00:00,Debit Card
182,8,13,96.33472021,2024-01-31 22:00:00,Cash
183,78,2,118.4543524,2024-04-08 08:00:00,Debit Card
184,85,17,210.7129991,2024-03-24 14:00:00,PayPal
185,48,21,49.92553847,2024-06-28 03:00:00,PayPal
186,46,18,70.80273735,2024-09-19 03:00:00,PayPal
187,11,38,255.1611648,2024-05-18 18:00:00,Credit Card
188,54,39,272.0064746,2024-02-23 06:00:00,Cash
189,62,35,79.37255517,2024-07-07 12:00:00,PayPal
190,124,11,190.8934593,2024-10-09 09:00:00,PayPal
191,2,23,91.83757944,2024-01-28 04:00:00,Credit Card
192,40,19,167.0457474,2024-10-15 15:00:00,PayPal
193,116,44,250.3320092,2024-07-14 22:00:00,Debit Card
194,103,18,70.80273735,2024-10-08 02:00:00,Credit Card
195,71,31,188.4513096,2024-12-11 22:00:00,Credit Card
196,70,4,156.0440926,2024-10-18 01:00:00,Debit Card
197,62,8,244.8472514,2024-12-07 20:00:00,Credit Card
198,16,24,289.6195251,2024-06-07 21:00:00,Cash
199,52,17,,2024-09-10 17:00:00,PayPal
200,31,27,174.0634318,2024-01-25 08:00:00,Cash
201,3,1,281.6420875,2024-08-26 15:00:00,Credit Card
202,13,4,156.0440926,2024-08-29 01:00:00,Debit Card
203,17,17,210.7129991,2024-06-26 10:00:00,Debit Card
204,30,10,107.1661558,2024-01-09 03:00:00,Credit Card
205,112,47,46.74988787,2024-05-29 19:00:00,Cash
206,110,39,272.0064746,2024-12-04 16:00:00,Cash
207,83,17,210.7129991,2024-01-25 18:00:00,Credit Card
208,102,38,255.1611648,2024-01-15 03:00:00,Credit Card
209,62,33,267.5778097,2024-11-14 20:00:00,PayPal
210,73,37,,2024-11-25 22:00:00,PayPal
211,9,23,,2024-01-29 09:00:00,Debit Card
212,34,29,197.2823852,2024-02-08 21:00:00,Credit Card
213,42,33,267.5778097,2024-12-08 12:00:00,Credit Card
214,82,27,174.0634318,2024-09-25 06:00:00,PayPal
215,46,45,138.646711,2024-05-19 11:00:00,Credit Card
216,81,34,83.86233615,2024-11-04 07:00:00,Debit Card
217,109,19,167.0457474,2024-05-20 16:00:00,Cash
218,76,25,155.3927811,2024-05-16 04:00:00,Debit Card
219,84,37,,2024-05-02 13:00:00,Debit Card
220,2,6,99.76441255,2024-04-02 03:00:00,Cash
221,29,26,245.6779139,2024-04-22 01:00:00,PayPal
222,38,40,,2024-06-20 15:00:00,Cash
223,27,40,118.9579862,2024-06-23 02:00:00,Debit Card
224,57,50,184.2503697,2024-04-06 16:00:00,Credit Card
225,68,33,267.5778097,2024-03-13 12:00:00,PayPal
226,92,46,206.9139718,2024-08-06 14:00:00,Credit Card
227,42,4,156.0440926,2024-08-06 07:00:00,PayPal
228,71,24,289.6195251,2024-12-29 19:00:00,PayPal
229,80,47,46.74988787,2024-06-15 07:00:00,Debit Card
230,45,28,32.1555092,2024-12-15 10:00:00,Credit Card
231,79,21,49.92553847,2024-01-22 15:00:00,PayPal
232,101,35,79.37255517,2024-06-08 02:00:00,Debit Card
233,38,26,245.6779139,2024-01-15 21:00:00,Credit Card
234,58,12,220.5221888,2024-08-27 20:00:00,PayPal
235,85,27,174.0634318,2024-08-11 02:00:00,Credit Card
236,65,14,,2024-07-31 19:00:00,Cash
237,23,6,99.76441255,2024-08-06 17:00:00,PayPal
238,84,12,220.5221888,2024-08-22 23:00:00,Credit Card
239,40,24,289.6195251,2024-05-26 08:00:00,PayPal
240,33,10,107.1661558,2024-04-27 05:00:00,Credit Card
241,91,8,244.8472514,2024-12-04 07:00:00,Credit Card
242,70,28,32.1555092,2024-03-13 01:00:00,Cash
243,12,16,70.72181787,2024-03-31 01:00:00,Cash
244,9,22,178.8474215,2024-07-31 23:00:00,Cash
245,94,7,106.0411902,2024-10-17 00:00:00,Cash
246,31,20,218.5329533,2024-09-11 03:00:00,PayPal
247,98,28,32.1555092,2024-12-29 14:00:00,PayPal
248,85,15,54.12810613,2024-10-28 07:00:00,Cash
249,74,20,218.5329533,2024-03-04 09:00:00,Cash
250,121,2,118.4543524,2024-06-04 04:00:00,Cash
251,69,33,267.5778097,2024-07-12 20:00:00,Credit Card
252,47,1,281.6420875,2024-09-15 21:00:00,PayPal
253,5,48,194.6806109,2024-05-22 04:00:00,PayPal
254,69,33,267.5778097,2024-05-17 03:00:00,Credit Card
255,109,11,190.8934593,2024-08-10 01:00:00,Cash
256,66,34,83.86233615,2024-11-27 06:00:00,Cash
257,65,12,220.5221888,2024-07-24 05:00:00,Debit Card
258,45,32,249.3728806,2024-11-15 23:00:00,Cash
259,118,12,220.5221888,2024-03-12 03:00:00,Credit Card
260,77,4,156.0440926,2024-08-29 04:00:00,PayPal
261,10,6,99.76441255,2024-07-23 11:00:00,PayPal
262,74,17,,2024-04-20 15:00:00,Cash
263,51,46,206.9139718,2024-02-17 17:00:00,Debit Card
264,24,27,174.0634318,2024-12-15 02:00:00,Cash
265,113,17,210.7129991,2024-08-08 16:00:00,Debit Card
266,13,21,49.92553847,2024-08-26 15:00:00,PayPal
267,67,10,107.1661558,2024-03-24 04:00:00,Debit Card
268,50,17,210.7129991,2024-03-09 22:00:00,Debit Card
269,1,48,194.6806109,2024-04-23 10:00:00,Credit Card
270,40,49,146.49495,2024-04-23 12:00:00,PayPal
271,17,17,210.7129991,2024-07-09 17:00:00,PayPal
272,64,20,218.5329533,2024-10-06 08:00:00,Credit Card
273,106,11,190.8934593,2024-07-19 15:00:00,Credit Card
274,27,41,86.32375651,2024-05-11 10:00:00,Credit Card
275,26,19,167.0457474,2024-12-18 08:00:00,Cash
276,125,24,,2024-04-11 16:00:00,Credit Card
277,44,40,118.9579862,2024-07-05 18:00:00,Credit Card
278,41,42,,2024-07-26 00:00:00,Credit Card
279,30,9,170.9651575,2024-07-22 20:00:00,Debit Card
280,78,12,220.5221888,2024-08-17 04:00:00,Credit Card
281,87,43,,2024-09-03 12:00:00,Credit Card
282,51,3,48.39783197,2024-10-26 00:00:00,Cash
283,56,20,218.5329533,2024-08-15 18:00:00,Debit Card
284,9,20,218.5329533,2024-07-06 22:00:00,PayPal
285,118,19,167.0457474,2024-12-25 23:00:00,Credit Card
286,108,41,86.32375651,2024-04-01 19:00:00,Debit Card
287,22,14,135.7937484,2024-06-29 06:00:00,PayPal
288,49,28,32.1555092,2024-07-18 03:00:00,Credit Card
289,62,11,190.8934593,2024-07-14 08:00:00,Credit Card
290,44,24,,2024-04-17 22:00:00,Cash
291,70,20,218.5329533,2024-11-17 10:00:00,Credit Card
292,3,47,46.74988787,2024-07-18 11:00:00,Cash
293,87,15,,2024-05-06 17:00:00,PayPal
294,70,24,289.6195251,2024-01-12 22:00:00,Cash
295,11,21,49.92553847,2024-09-30 17:00:00,PayPal
296,120,42,238.5471443,2024-07-27 05:00:00,Cash
297,8,3,,2024-02-04 07:00:00,Cash
298,118,5,91.89743896,2024-07-27 01:00:00,Cash
299,1,12,220.5221888,2024-11-19 16:00:00,Debit Card
300,26,38,,2024-06-29 17:00:00,Debit Card
301,104,19,167.0457474,2024-12-26 05:00:00,Credit Card
302,85,9,170.9651575,2024-01-16 04:00:00,Debit Card
303,58,14,135.7937484,2024-01-30 10:00:00,Cash
304,102,19,167.0457474,2024-07-29 13:00:00,Cash
305,12,15,54.12810613,2024-06-09 23:00:00,Debit Card
306,68,42,238.5471443,2024-03-16 08:00:00,PayPal
307,57,41,86.32375651,2024-10-06 03:00:00,Cash
308,86,19,,2024-04-27 19:00:00,Debit Card
309,86,35,79.37255517,2024-12-23 20:00:00,PayPal
310,13,3,48.39783197,2024-04-07 15:00:00,Debit Card
311,65,13,96.33472021,2024-10-23 13:00:00,Credit Card
312,38,13,96.33472021,2024-01-19 14:00:00,PayPal
313,101,20,,2024-02-19 13:00:00,Debit Card
314,87,37,135.0879715,2024-09-07 15:00:00,PayPal
315,18,46,206.9139718,2024-07-08 18:00:00,Cash
316,60,26,245.6779139,2024-06-21 08:00:00,Debit Card
317,69,20,218.5329533,2024-10-15 09:00:00,Credit Card
318,89,20,218.5329533,2024-01-22 08:00:00,Debit Card
319,119,42,,2024-05-08 20:00:00,Cash
320,56,48,,2024-07-05 16:00:00,PayPal
321,35,38,255.1611648,2024-01-20 12:00:00,PayPal
322,40,34,83.86233615,2024-05-18 23:00:00,Cash
323,54,14,135.7937484,2024-09-03 09:00:00,Credit Card
324,82,16,70.72181787,2024-08-04 02:00:00,PayPal
325,51,34,83.86233615,2024-02-22 07:00:00,Debit Card
326,24,40,118.9579862,2024-11-08 11:00:00,PayPal
327,58,15,54.12810613,2024-07-26 19:00:00,PayPal
328,8,40,,2024-01-24 03:00:00,Credit Card
329,24,33,,2024-07-19 23:00:00,Debit Card
330,42,15,54.12810613,2024-10-14 14:00:00,Credit Card
331,80,1,281.6420875,2024-04-16 05:00:00,PayPal
332,121,32,249.3728806,2024-11-18 16:00:00,Cash
333,45,7,106.0411902,2024-08-16 03:00:00,Cash
334,71,42,238.5471443,2024-12-04 06:00:00,PayPal
335,110,21,49.92553847,2024-02-21 07:00:00,Debit Card
336,117,28,32.1555092,2024-08-28 18:00:00,Debit Card
337,119,18,70.80273735,2024-12-07 00:00:00,Cash
338,35,27,174.0634318,2024-07-23 02:00:00,Credit Card
339,36,17,210.7129991,2024-07-05 16:00:00,Credit Card
340,57,43,96.94568995,2024-10-07 00:00:00,Credit Card
341,28,12,220.5221888,2024-04-28 00:00:00,PayPal
342,28,30,286.3929358,2024-01-08 01:00:00,PayPal
343,116,4,156.0440926,2024-03-27 11:00:00,Credit Card
344,96,44,250.3320092,2024-02-29 19:00:00,Cash
345,62,27,174.0634318,2024-02-21 19:00:00,Cash
346,35,41,86.32375651,2024-09-08 10:00:00,Cash
347,31,4,,2024-05-21 14:00:00,PayPal
348,5,36,191.0746769,2024-07-20 22:00:00,Cash
349,47,3,48.39783197,2024-10-24 11:00:00,Debit Card
350,88,36,191.0746769,2024-02-07 12:00:00,PayPal
351,55,14,135.7937484,2024-09-27 14:00:00,Credit Card
352,48,17,210.7129991,2024-05-31 20:00:00,Credit Card
353,122,40,118.9579862,2024-02-09 08:00:00,Credit Card
354,27,38,255.1611648,2024-09-02 03:00:00,Debit Card
355,116,3,48.39783197,2024-09-04 22:00:00,Credit Card
356,52,20,218.5329533,2024-11-03 00:00:00,Cash
357,46,10,107.1661558,2024-02-13 19:00:00,Credit Card
358,57,29,197.2823852,2024-10-05 17:00:00,Cash
359,80,27,174.0634318,2024-10-25 18:00:00,PayPal
360,23,12,220.5221888,2024-03-01 14:00:00,Debit Card
361,58,5,91.89743896,2024-05-08 12:00:00,Credit Card
362,99,18,70.80273735,2024-04-16 19:00:00,Debit Card
363,16,22,178.8474215,2024-09-15 20:00:00,PayPal
364,73,38,255.1611648,2024-07-24 01:00:00,PayPal
365,37,27,174.0634318,2024-02-06 15:00:00,Cash
366,67,40,118.9579862,2024-07-29 03:00:00,PayPal
367,36,37,135.0879715,2024-10-04 13:00:00,PayPal
368,68,33,267.5778097,2024-08-12 21:00:00,Cash
369,58,21,49.92553847,2024-07-15 00:00:00,Debit Card
370,95,46,206.9139718,2024-05-02 18:00:00,PayPal
371,78,23,,2024-08-11 19:00:00,Debit Card
372,17,28,,2024-11-14 21:00:00,PayPal
373,40,12,220.5221888,2024-12-07 03:00:00,Cash
374,87,6,99.76441255,2024-02-02 15:00:00,Debit Card
375,45,43,96.94568995,2024-05-04 01:00:00,Cash
376,125,48,194.6806109,2024-09-07 03:00:00,Cash
377,82,49,146.49495,2024-01-25 13:00:00,PayPal
378,78,20,218.5329533,2024-06-29 09:00:00,PayPal
379,91,19,167.0457474,2024-07-24 23:00:00,Credit Card
380,120,36,191.0746769,2024-09-21 15:00:00,PayPal
381,90,42,238.5471443,2024-01-17 19:00:00,Cash
382,34,6,99.76441255,2024-05-22 13:00:00,Debit Card
383,59,8,,2024-07-16 01:00:00,Credit Card
384,15,32,249.3728806,2024-04-30 19:00:00,PayPal
385,112,41,86.32375651,2024-08-20 20:00:00,Debit Card
386,12,24,289.6195251,2024-02-28 13:00:00,Debit Card
387,21,34,83.86233615,2024-04-04 21:00:00,Debit Card
388,76,4,156.0440926,2024-01-03 11:00:00,Credit Card
389,50,6,99.76441255,2024-04-08 03:00:00,PayPal
390,42,15,54.12810613,2024-02-03 06:00:00,Cash
391,122,25,155.3927811,2024-10-16 08:00:00,PayPal
392,33,25,155.3927811,2024-01-06 17:00:00,PayPal
393,24,25,155.3927811,2024-05-04 22:00:00,PayPal
394,106,30,286.3929358,2024-07-18 08:00:00,Debit Card
395,62,42,238.5471443,2024-06-21 18:00:00,Credit Card
396,14,18,70.80273735,2024-04-22 06:00:00,Debit Card
397,7,1,281.6420875,2024-12-24 20:00:00,Cash
398,17,2,118.4543524,2024-06-29 19:00:00,Credit Card
399,70,25,155.3927811,2024-11-17 14:00:00,Debit Card
400,2,33,267.5778097,2024-03-26 14:00:00,Cash
401,119,14,135.7937484,2024-12-24 18:00:00,Credit Card
402,54,38,255.1611648,2024-12-07 07:00:00,Credit Card
403,9,31,188.4513096,2024-01-16 08:00:00,Cash
404,40,5,91.89743896,2024-10-28 20:00:00,Cash
405,113,15,54.12810613,2024-12-14 19:00:00,Credit Card
406,88,9,170.9651575,2024-02-05 10:00:00,Cash
407,88,42,238.5471443,2024-06-20 02:00:00,Credit Card
408,4,26,245.6779139,2024-03-26 21:00:00,PayPal
409,14,1,281.6420875,2024-02-25 06:00:00,Credit Card
410,103,20,218.5329533,2024-06-13 09:00:00,Credit Card
411,70,42,238.5471443,2024-03-15 03:00:00,Credit Card
412,125,47,,2024-04-30 22:00:00,Credit Card
413,17,7,106.0411902,2024-11-15 15:00:00,Debit Card
414,76,27,174.0634318,2024-07-04 03:00:00,Debit Card
415,124,9,170.9651575,2024-06-10 10:00:00,Cash
416,72,34,83.86233615,2024-09-11 07:00:00,Debit Card
417,33,29,197.2823852,2024-09-18 18:00:00,Cash
418,113,12,220.5221888,2024-12-21 16:00:00,PayPal
419,113,29,197.2823852,2024-03-20 19:00:00,PayPal
420,9,1,281.6420875,2024-08-04 19:00:00,Cash
421,119,5,91.89743896,2024-08-19 01:00:00,PayPal
422,90,33,267.5778097,2024-01-19 17:00:00,PayPal
423,95,8,244.8472514,2024-06-27 20:00:00,Debit Card
424,115,17,210.7129991,2024-05-17 16:00:00,PayPal
425,84,32,249.3728806,2024-10-01 00:00:00,Debit Card
426,16,16,70.72181787,2024-05-06 17:00:00,Debit Card
427,39,39,272.0064746,2024-04-14 18:00:00,Cash
428,98,27,174.0634318,2024-08-30 11:00:00,Credit Card
429,36,18,70.80273735,2024-07-22 20:00:00,Debit Card
430,44,26,245.6779139,2024-02-22 22:00:00,Debit Card
431,100,33,267.5778097,2024-11-02 21:00:00,PayPal
432,21,40,118.9579862,2024-01-16 05:00:00,Cash
433,31,45,138.646711,2024-07-19 01:00:00,PayPal
434,9,22,178.8474215,2024-08-04 05:00:00,Cash
435,105,50,184.2503697,2024-08-16 00:00:00,Credit Card
436,123,17,210.7129991,2024-05-13 22:00:00,PayPal
437,96,7,,2024-07-22 15:00:00,Debit Card
438,104,35,79.37255517,2024-08-25 10:00:00,Debit Card
439,46,2,118.4543524,2024-12-07 03:00:00,Cash
440,93,26,,2024-10-14 03:00:00,Debit Card
441,47,48,194.6806109,2024-11-01 06:00:00,Credit Card
442,76,16,70.72181787,2024-05-28 02:00:00,PayPal
443,34,34,83.86233615,2024-12-29 00:00:00,Debit Card
444,36,25,155.3927811,2024-11-14 13:00:00,Credit Card
445,13,34,83.86233615,2024-07-03 23:00:00,Cash
446,59,42,238.5471443,2024-12-12 23:00:00,Cash
447,87,43,96.94568995,2024-06-12 03:00:00,Cash
448,18,7,106.0411902,2024-07-29 01:00:00,PayPal
449,107,20,218.5329533,2024-01-28 03:00:00,Cash
450,6,2,118.4543524,2024-08-20 22:00:00,Debit Card
451,34,39,272.0064746,2024-05-12 14:00:00,PayPal
452,91,29,,2024-07-16 23:00:00,Debit Card
453,17,11,190.8934593,2024-04-07 14:00:00,Credit Card
454,60,41,86.32375651,2024-01-27 03:00:00,Credit Card
455,3,34,83.86233615,2024-05-16 18:00:00,Cash
456,115,22,178.8474215,2024-11-16 15:00:00,Cash
457,7,47,46.74988787,2024-12-14 22:00:00,Debit Card
458,24,1,281.6420875,2024-07-23 01:00:00,PayPal
459,83,44,250.3320092,2024-05-11 20:00:00,Cash
460,66,29,197.2823852,2024-04-02 02:00:00,Cash
461,107,37,135.0879715,2024-08-30 00:00:00,Debit Card
462,85,4,156.0440926,2024-07-09 11:00:00,PayPal
463,119,39,272.0064746,2024-09-30 18:00:00,Debit Card
464,46,6,99.76441255,2024-12-06 21:00:00,Debit Card
465,84,15,54.12810613,2024-01-10 00:00:00,Debit Card
466,52,6,99.76441255,2024-07-05 19:00:00,Credit Card
467,56,40,118.9579862,2024-01-16 06:00:00,Debit Card
468,125,3,48.39783197,2024-07-26 20:00:00,Debit Card
469,4,37,135.0879715,2024-11-22 01:00:00,PayPal
